,Unnamed: 0.1,Unnamed: 0,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year,Mean Rank,Rank,Rank,Rank,Rank
29,15,15,Germany,Western Europe,16,6.994,1.44787,0.81487,0.53466,0.28551,0.30452,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
30,17,17,Belgium,Western Europe,18,6.929,1.42539,0.81959,0.51354,0.26248,0.2424,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
31,18,18,Ireland,Western Europe,19,6.907,1.48341,0.81455,0.54008,0.29754,0.44963,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
32,19,19,Luxembourg,Western Europe,20,6.871,1.69752,0.84542,0.5487,0.35329,0.27571,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
33,22,22,United Kingdom,Western Europe,23,6.725,1.40283,0.80991,0.50036,0.27399,0.50156,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
34,29,29,Malta,Western Europe,30,6.488,1.30782,0.80315,0.54994,0.17554,0.56237,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
35,31,31,France,Western Europe,32,6.478,1.39488,0.83795,0.46562,0.17808,0.1216,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
36,36,36,Spain,Western Europe,37,6.361,1.34253,0.87896,0.37545,0.06137,0.17665,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
37,49,49,Italy,Western Europe,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
38,61,61,North Cyprus,Western Europe,62,5.771,1.31141,0.84142,0.43596,0.16578,0.26322,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
39,68,68,Cyprus,Western Europe,69,5.546,1.31857,0.8488,0.29507,0.05228,0.27906,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
40,93,93,Portugal,Western Europe,94,5.123,1.27607,0.79363,0.44727,0.01521,0.11691,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
41,98,98,Greece,Western Europe,99,5.033,1.24886,0.80029,0.05822,0.04127,0.0,2016,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
42,0,0,Norway,Western Europe,1,7.53700017929077,1.61646318435669,0.796666502952576,0.635422587394714,0.315963834524155,0.36201223731041,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
43,1,1,Denmark,Western Europe,2,7.52199983596802,1.48238301277161,0.792565524578094,0.626006722450256,0.40077006816864,0.355280488729477,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
44,2,2,Iceland,Western Europe,3,7.50400018692017,1.480633020401,0.833552122116089,0.627162635326385,0.153526559472084,0.475540220737457,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
45,3,3,Switzerland,Western Europe,4,7.49399995803833,1.56497955322266,0.858131289482117,0.620070576667786,0.367007285356522,0.290549278259277,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
46,4,4,Finland,Western Europe,5,7.4689998626709,1.44357192516327,0.80915766954422,0.617950856685638,0.38261154294014,0.24548277258873,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
47,5,5,Netherlands,Western Europe,6,7.3769998550415,1.50394463539124,0.810696125030518,0.585384488105774,0.282661825418472,0.470489829778671,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
48,8,8,Sweden,Western Europe,9,7.28399991989136,1.49438726902008,0.830875158309937,0.612924098968506,0.384398728609085,0.385399252176285,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
49,12,12,Austria,Western Europe,13,7.00600004196167,1.48709726333618,0.815328419208527,0.567766189575195,0.221060365438461,0.316472321748734,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
50,14,14,Ireland,Western Europe,15,6.97700023651123,1.53570663928986,0.80978262424469,0.573110342025757,0.29838815331459,0.42785832285881,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
51,15,15,Germany,Western Europe,16,6.95100021362305,1.48792338371277,0.798950731754303,0.562511384487152,0.276731938123703,0.336269170045853,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
52,16,16,Belgium,Western Europe,17,6.89099979400635,1.46378076076508,0.818091869354248,0.539770722389221,0.251343131065369,0.231503337621689,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
53,17,17,Luxembourg,Western Europe,18,6.86299991607666,1.74194359779358,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
54,18,18,United Kingdom,Western Europe,19,6.71400022506714,1.44163393974304,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
55,26,26,Malta,Western Europe,27,6.52699995040894,1.34327983856201,0.821944236755371,0.588767051696777,0.153066068887711,0.574730575084686,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
56,30,30,France,Western Europe,31,6.44199991226196,1.43092346191406,0.844465851783752,0.470222115516663,0.172502428293228,0.129762306809425,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
57,33,33,Spain,Western Europe,34,6.40299987792969,1.38439786434174,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
58,47,47,Italy,Western Europe,48,5.96400022506714,1.39506661891937,0.853144347667694,0.256450712680817,0.0280280914157629,0.17278964817524,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
59,60,60,North Cyprus,Western Europe,61,5.80999994277954,1.3469113111496,0.834647238254547,0.471203625202179,0.155353352427483,0.266845703125,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
60,64,64,Cyprus,Western Europe,65,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
61,86,86,Greece,Western Europe,87,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
62,88,88,Portugal,Western Europe,89,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
63,0,0,Finland,Western Europe,1,7.632,1.305,0.874,0.681,0.393,0.202,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
64,1,1,Norway,Western Europe,2,7.594,1.456,0.861,0.686,0.34,0.286,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
65,2,2,Denmark,Western Europe,3,7.555,1.351,0.868,0.683,0.408,0.284,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
66,3,3,Iceland,Western Europe,4,7.495,1.343,0.914,0.677,0.138,0.353,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
67,4,4,Switzerland,Western Europe,5,7.487,1.42,0.927,0.66,0.357,0.256,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
68,5,5,Netherlands,Western Europe,6,7.441,1.361,0.878,0.638,0.295,0.333,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
69,8,8,Sweden,Western Europe,9,7.314,1.355,0.913,0.659,0.383,0.285,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
70,10,10,United Kingdom,Western Europe,11,7.19,1.244,0.888,0.464,0.082,0.262,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
71,11,11,Austria,Western Europe,12,7.139,1.341,0.891,0.617,0.224,0.242,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
72,13,13,Ireland,Western Europe,14,6.977,1.448,0.876,0.614,0.306,0.307,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
73,14,14,Germany,Western Europe,15,6.965,1.34,0.861,0.586,0.28,0.273,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
74,15,15,Belgium,Western Europe,16,6.927,1.324,0.894,0.583,0.24,0.188,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
75,16,16,Luxembourg,Western Europe,17,6.91,1.576,0.896,0.632,0.321,0.196,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
76,21,21,Malta,Western Europe,22,6.627,1.27,0.884,0.645,0.142,0.376,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
77,22,22,France,Western Europe,23,6.489,1.293,0.908,0.52,0.176,0.098,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
78,35,35,Spain,Western Europe,36,6.31,1.251,0.965,0.449,0.074,0.142,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
79,46,46,Italy,Western Europe,47,6.0,1.264,0.946,0.281,0.028,0.137,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
80,57,57,North Cyprus,Western Europe,58,5.835,1.229,0.909,0.495,0.154,0.179,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
81,60,60,Cyprus,Western Europe,61,5.762,1.229,0.909,0.423,0.035,0.202,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
82,76,76,Portugal,Western Europe,77,5.41,1.188,0.884,0.562,0.017,0.055,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
83,78,78,Greece,Western Europe,79,5.358,1.154,0.879,0.131,0.044,0.0,2018,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
84,0,0,Finland,Western Europe,1,7.769,1.34,0.986,0.596,0.393,0.153,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
85,1,1,Denmark,Western Europe,2,7.6,1.383,0.996,0.592,0.41,0.252,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
86,2,2,Norway,Western Europe,3,7.554,1.488,1.028,0.603,0.341,0.271,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
87,3,3,Iceland,Western Europe,4,7.494,1.38,1.026,0.591,0.118,0.354,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
88,4,4,Netherlands,Western Europe,5,7.488,1.396,0.999,0.557,0.298,0.322,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
89,5,5,Switzerland,Western Europe,6,7.48,1.452,1.052,0.572,0.343,0.263,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
90,6,6,Sweden,Western Europe,7,7.343,1.387,1.009,0.574,0.373,0.267,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
91,9,9,Austria,Western Europe,10,7.246,1.376,1.016,0.532,0.226,0.244,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
92,13,13,Luxembourg,Western Europe,14,7.09,1.609,1.012,0.526,0.316,0.194,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
93,14,14,United Kingdom,Western Europe,15,7.054,1.333,0.996,0.45,0.278,0.348,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
94,15,15,Ireland,Western Europe,16,7.021,1.499,0.999,0.516,0.31,0.298,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
95,16,16,Germany,Western Europe,17,6.985,1.373,0.987,0.495,0.265,0.261,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
96,17,17,Belgium,Western Europe,18,6.923,1.356,0.986,0.473,0.21,0.16,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
97,21,21,Malta,Western Europe,22,6.726,1.3,0.999,0.564,0.151,0.375,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
98,23,23,France,Western Europe,24,6.592,1.324,1.045,0.436,0.183,0.111,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
99,29,29,Spain,Western Europe,30,6.354,1.286,1.062,0.362,0.079,0.153,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
100,35,35,Italy,Western Europe,36,6.223,1.294,1.039,0.231,0.03,0.158,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
101,48,48,Cyprus,Western Europe,49,6.046,1.263,1.042,0.406,0.041,0.19,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
102,63,63,North Cyprus,Western Europe,64,5.718,1.263,1.042,0.417,0.162,0.191,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
103,65,65,Portugal,Western Europe,66,5.693,1.221,0.999,0.508,0.025,0.047,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
104,81,81,Greece,Western Europe,82,5.287,1.181,0.999,0.067,0.034,0.0,2019,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
105,0,0,Finland,Western Europe,1,7.808700085,1.285189509,0.961271405,0.66231674,0.477857262,0.159670442,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
106,1,1,Denmark,Western Europe,2,7.645599842,1.326948524,0.979332566,0.665039897,0.495260328,0.242793396,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
107,2,2,Switzerland,Western Europe,3,7.559899807,1.39077425,1.040533185,0.62895447,0.407945901,0.269055754,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
108,3,3,Iceland,Western Europe,4,7.504499912,1.326501608,1.000843406,0.661980748,0.144540772,0.362330228,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
109,4,4,Norway,Western Europe,5,7.487999916,1.42420733,1.008071899,0.670200884,0.434100568,0.287985086,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
110,5,5,Netherlands,Western Europe,6,7.448900223,1.338946342,0.975675344,0.61362648,0.368569762,0.336317569,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
111,6,6,Sweden,Western Europe,7,7.353499889,1.322235227,0.986470461,0.650297701,0.442066371,0.272827893,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
112,8,8,Austria,Western Europe,9,7.294199944,1.317285538,1.000933528,0.603368878,0.281256139,0.255509764,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
113,9,9,Luxembourg,Western Europe,10,7.237500191,1.536676049,0.986442685,0.610137045,0.367041469,0.19595392,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
114,12,12,United Kingdom,Western Europe,13,7.164500237,1.273061037,0.97570008,0.525168657,0.322601646,0.373433441,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
115,15,15,Ireland,Western Europe,16,7.093699932,1.446886778,0.975670695,0.587779939,0.373433262,0.295426995,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
116,16,16,Germany,Western Europe,17,7.075799942,1.314184546,0.972114801,0.564274132,0.309362292,0.252037704,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
117,19,19,Belgium,Western Europe,20,6.863500118,1.295842767,0.964901149,0.499805421,0.208724052,0.146966159,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
118,21,21,Malta,Western Europe,22,6.772799969,1.252513289,0.972042024,0.633239031,0.178864077,0.341180831,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
119,22,22,France,Western Europe,23,6.663799763,1.268129349,1.029714227,0.514050901,0.227303237,0.112607703,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
120,27,27,Spain,Western Europe,28,6.400899887,1.230535269,1.051343083,0.425983816,0.109579779,0.16530548,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
121,29,29,Italy,Western Europe,30,6.38740015,1.236396074,1.022504926,0.321305573,0.040145598,0.170266211,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
122,44,44,Cyprus,Western Europe,45,6.15899992,1.21279943,1.026124597,0.459385872,0.051207144,0.227932334,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
123,58,58,Portugal,Western Europe,59,5.910900116,1.168800831,0.979315281,0.589895189,0.027733466,0.053036947,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
124,75,75,North Cyprus,Western Europe,76,5.53550005,1.21279943,1.026124597,0.477885723,0.199802905,0.199160054,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
125,76,76,Greece,Western Europe,77,5.514999866,1.128070116,0.979431748,0.173516348,0.048844352,0.0,2020,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
126,0,0,Finland,Western Europe,1,7.842,1.446,0.741,0.691,0.481,0.124,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
127,1,1,Denmark,Western Europe,2,7.62,1.502,0.763,0.686,0.485,0.208,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
128,2,2,Switzerland,Western Europe,3,7.571,1.566,0.816,0.653,0.413,0.204,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
129,3,3,Iceland,Western Europe,4,7.554,1.482,0.772,0.698,0.17,0.293,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
130,4,4,Netherlands,Western Europe,5,7.464,1.501,0.753,0.647,0.384,0.302,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
131,5,5,Norway,Western Europe,6,7.392,1.543,0.782,0.703,0.427,0.249,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
132,6,6,Sweden,Western Europe,7,7.363,1.478,0.763,0.685,0.448,0.244,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
133,7,7,Luxembourg,Western Europe,8,7.324,1.751,0.76,0.639,0.353,0.166,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
134,9,9,Austria,Western Europe,10,7.268,1.492,0.782,0.64,0.292,0.215,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
135,12,12,Germany,Western Europe,13,7.155,1.48,0.757,0.6,0.306,0.195,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
136,14,14,Ireland,Western Europe,15,7.085,1.644,0.753,0.606,0.367,0.238,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
137,16,16,United Kingdom,Western Europe,17,7.064,1.423,0.757,0.58,0.306,0.34,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
138,19,19,Belgium,Western Europe,20,6.834,1.463,0.747,0.489,0.187,0.088,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
139,20,20,France,Western Europe,21,6.69,1.421,0.804,0.536,0.235,0.092,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
140,22,22,Malta,Western Europe,23,6.602,1.411,0.747,0.664,0.183,0.275,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
141,26,26,Spain,Western Europe,27,6.491,1.375,0.826,0.462,0.124,0.135,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
142,27,27,Italy,Western Europe,28,6.483,1.393,0.798,0.379,0.047,0.133,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
143,38,38,Cyprus,Western Europe,39,6.223,1.377,0.801,0.464,0.061,0.178,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
144,57,57,Portugal,Western Europe,57,5.929,1.323,0.76,0.621,0.033,0.029,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
145,67,67,Greece,Western Europe,68,5.723,1.273,0.76,0.243,0.074,0.0,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
146,73,73,North Cyprus,Western Europe,74,5.536,1.377,0.801,0.503,0.2,0.196,2021,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
147,0,0,Finland,Western Europe,1,7.821,1.892,0.775,0.736,0.534,0.109,2022,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
148,1,1,Denmark,Western Europe,2,7.636,1.953,0.777,0.719,0.532,0.188,2022,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619,24.94047619047619
